sale_id,sale_datetime,product_id,product_name,brand,category,manager,supplier_name,supplier_country,region_name,city,quantity,unit_price,discount,revenue,payment_type,sales_channel
607,2024-04-09 11:54:39,151,Bosch TV-909,Bosch,TV,Natalia Romanyuk,BalkanStore,Romania,Vinnytska,Vinnytsia,1,2115.73,108.24,2007.49,card,store
608,2024-11-14 21:31:08,96,Seagate Cameras-392,Seagate,Cameras,Ivan Petrenko,BalkanStore,Romania,Vinnytska,Vinnytsia,3,1045.86,157.67,2979.91,cash,wholesale
609,2023-01-25 19:18:52,55,Apple Gaming-626,Apple,Gaming,Olena Koval,NordicParts,Sweden,Zaporizka,Zaporizhzhia,1,189.96,1.14,188.82,card,store
610,2023-09-06 09:24:06,15,Sony Laptops-874,Sony,Laptops,Dmytro Melnyk,EuroSupply,Poland,Dnipropetrovska,Dnipro,1,1915.77,219.0,1696.77,invoice,store
611,2023-07-04 13:30:32,71,Sony Headphones-571,Sony,Headphones,Volodymyr Ivanov,USADirect,USA,Lvivska,Lviv,1,292.39,34.48,257.91,invoice,marketplace
612,2023-03-02 14:11:53,11,Huawei Smartphone-201,Huawei,Smartphones,Maria Bondar,LocalDistributor,Ukraine,Poltavska,Poltava,2,709.96,149.27,1270.65,cash,phone_order
613,2023-09-29 18:10:17,32,Dell Accessorie-515,Dell,Accessories,Iryna Savchuk,AsiaWholesale,China,Kharkivska,Kharkiv,3,354.8,114.92,949.48,online,store
614,2023-06-05 10:06:38,144,Asus Storage-613,Asus,Storage,Oksana Hladka,LocalDistributor,Ukraine,Odeska,Odesa,1,484.19,75.35,408.84,cash,online_store
615,2025-01-21 12:53:22,6,Google Smartphone-522,Google,Smartphones,Pavlo Boyko,EuroSupply,Poland,Kharkivska,Kharkiv,1,3291.51,288.77,3002.74,cash,online_store
616,2023-10-03 16:20:20,175,Philips Wearables-292,Philips,Wearables,Oksana Hladka,EuroSupply,Poland,Lvivska,Lviv,1,273.08,39.98,233.1,card,wholesale
617,2024-09-13 14:13:35,21,Xiaomi Laptops-918,Xiaomi,Laptops,Dmytro Melnyk,EuroSupply,Poland,Odeska,Odesa,1,824.14,39.15,784.99,cash,online_store
618,2024-06-24 11:30:06,73,Canon Headphones-266,Canon,Headphones,Serhii Kravchenko,TechImport UA,Ukraine,Odeska,Odesa,1,359.29,12.91,346.38,card,wholesale
619,2024-07-12 11:08:11,176,Panasonic Wearables-439,Panasonic,Wearables,Andriy Shevchenko,LocalDistributor,Ukraine,Lvivska,Lviv,1,264.89,20.54,244.35,cash,store
620,2023-03-03 21:20:19,55,Apple Gaming-626,Apple,Gaming,Kateryna Marchenko,USADirect,USA,Ternopilska,Ternopil,5,248.27,190.86,1050.49,invoice,marketplace
621,2024-12-24 09:35:00,140,OnePlus Storage-358,OnePlus,Storage,Olena Koval,BalkanStore,Romania,Vinnytska,Vinnytsia,1,672.89,81.12,591.77,card,store
622,2024-07-11 12:20:44,172,OnePlus Wearables-286,OnePlus,Wearables,Volodymyr Ivanov,AsiaWholesale,China,Zaporizka,Zaporizhzhia,1,434.86,53.21,381.65,online,phone_order
623,2024-06-29 08:53:06,15,Sony Laptops-874,Sony,Laptops,Oksana Hladka,USADirect,USA,Zaporizka,Zaporizhzhia,1,2240.29,3.23,2237.06,invoice,phone_order
624,2024-09-05 18:36:17,10,Apple Smartphone-779,Apple,Smartphones,Andriy Shevchenko,USADirect,USA,Kyivska,Kyiv,2,297.57,67.23,527.91,cash,online_store
625,2023-08-09 19:57:26,144,Asus Storage-613,Asus,Storage,Natalia Romanyuk,AsiaWholesale,China,Zaporizka,Zaporizhzhia,2,595.13,116.47,1073.79,online,store
626,2024-01-10 11:44:02,51,Acer Gaming-966,Acer,Gaming,Dmytro Melnyk,LocalDistributor,Ukraine,Lvivska,Lviv,1,1225.66,692.45,533.21,online,wholesale
627,2023-08-28 17:52:30,163,Philips Kitchen-554,Philips,Kitchen,Serhii Kravchenko,NordicParts,Sweden,Dnipropetrovska,Dnipro,4,224.7,66.21,832.59,cash,store
628,2023-07-01 20:53:40,7,Google Smartphone-310,Google,Smartphones,Dmytro Melnyk,AsiaWholesale,China,Kyivska,Kyiv,4,728.72,12.26,2902.62,card,phone_order
629,2024-05-21 14:56:03,177,Bosch Wearables-517,Bosch,Wearables,Iryna Savchuk,BalkanStore,Romania,Kharkivska,Kharkiv,3,225.16,101.57,573.91,cash,online_store
630,2024-11-05 19:50:48,83,Nikon Smartwatch-605,Nikon,Smartwatches,Volodymyr Ivanov,LocalDistributor,Ukraine,Dnipropetrovska,Dnipro,1,108.43,12.18,96.25,card,marketplace
631,2023-12-29 17:52:38,63,Asus Monitors-550,Asus,Monitors,Kateryna Marchenko,TechImport UA,Ukraine,Odeska,Odesa,2,425.72,72.6,778.84,card,online_store
632,2024-05-25 18:37:16,152,Dell TV-499,Dell,TV,Natalia Romanyuk,GigaTrade,Germany,Poltavska,Poltava,1,999.16,34.23,964.93,card,wholesale
633,2023-06-12 16:38:37,12,Lenovo Smartphone-691,Lenovo,Smartphones,Kateryna Marchenko,EuroSupply,Poland,Zaporizka,Zaporizhzhia,3,2122.48,1434.87,4932.57,invoice,store
634,2023-10-04 18:35:50,124,Huawei Networking-757,Huawei,Networking,Iryna Savchuk,EuroSupply,Poland,Kharkivska,Kharkiv,1,277.52,36.66,240.86,online,phone_order
635,2023-06-23 17:40:12,7,Google Smartphone-310,Google,Smartphones,Pavlo Boyko,USADirect,USA,Kyivska,Kyiv,1,850.27,110.57,739.7,card,wholesale
636,2025-02-14 16:10:03,41,Dell Home Appli-145,Dell,Home Appliances,Volodymyr Ivanov,TechImport UA,Ukraine,Ternopilska,Ternopil,1,1043.7,16.58,1027.12,card,online_store
637,2023-06-01 16:03:14,138,HP Storage-555,HP,Storage,Olena Koval,EuroSupply,Poland,Lvivska,Lviv,2,505.97,362.34,649.6,cash,wholesale
638,2023-06-29 21:01:52,134,Nikon Storage-469,Nikon,Storage,Maria Bondar,EuroSupply,Poland,Zaporizka,Zaporizhzhia,1,142.07,7.23,134.84,online,store
639,2024-04-11 09:18:55,144,Asus Storage-613,Asus,Storage,Maria Bondar,GigaTrade,Germany,Dnipropetrovska,Dnipro,1,452.59,56.61,395.98,online,phone_order
640,2025-01-19 17:55:15,105,Philips Printers-735,Philips,Printers,Volodymyr Ivanov,BalkanStore,Romania,Odeska,Odesa,2,343.29,122.75,563.83,invoice,marketplace
641,2023-09-29 11:39:24,171,Sony Wearables-512,Sony,Wearables,Olena Koval,USADirect,USA,Lvivska,Lviv,1,28.95,1.53,27.42,online,marketplace
642,2023-04-16 16:13:12,157,Huawei Kitchen-923,Huawei,Kitchen,Oksana Hladka,BalkanStore,Romania,Zaporizka,Zaporizhzhia,1,791.16,72.47,718.69,invoice,online_store
643,2023-12-05 18:00:08,173,Dell Wearables-250,Dell,Wearables,Natalia Romanyuk,USADirect,USA,Vinnytska,Vinnytsia,1,389.35,44.16,345.19,card,online_store
644,2023-06-11 19:39:38,178,Asus Wearables-833,Asus,Wearables,Andriy Shevchenko,TechImport UA,Ukraine,Lvivska,Lviv,2,500.1,72.87,927.33,cash,store
645,2023-05-15 10:10:02,165,Canon Kitchen-857,Canon,Kitchen,Natalia Romanyuk,LocalDistributor,Ukraine,Poltavska,Poltava,1,1237.56,138.82,1098.74,cash,wholesale
646,2025-02-23 15:22:22,96,Seagate Cameras-392,Seagate,Cameras,Iryna Savchuk,BalkanStore,Romania,Poltavska,Poltava,1,1468.85,125.36,1343.49,invoice,marketplace
647,2024-03-10 13:05:09,143,Bosch Storage-211,Bosch,Storage,Oksana Hladka,EuroSupply,Poland,Kyivska,Kyiv,2,114.91,30.52,199.3,cash,marketplace
648,2024-03-18 10:25:01,49,Lenovo Gaming-292,Lenovo,Gaming,Andriy Shevchenko,USADirect,USA,Kharkivska,Kharkiv,4,789.56,505.36,2652.88,invoice,phone_order
649,2024-12-23 11:03:04,115,Microsoft Printers-620,Microsoft,Printers,Oksana Hladka,EuroSupply,Poland,Dnipropetrovska,Dnipro,5,317.74,207.06,1381.64,online,store
650,2024-04-12 08:39:25,81,OnePlus Smartwatch-561,OnePlus,Smartwatches,Ivan Petrenko,GigaTrade,Germany,Ivano-Frankivska,Ivano-Frankivsk,1,165.87,14.92,150.95,card,store
651,2023-02-01 18:44:53,58,Dell Monitors-467,Dell,Monitors,Kateryna Marchenko,EuroSupply,Poland,Zaporizka,Zaporizhzhia,1,461.64,45.33,416.31,cash,store
652,2024-03-15 09:44:30,143,Bosch Storage-211,Bosch,Storage,Maria Bondar,AsiaWholesale,China,Vinnytska,Vinnytsia,2,85.36,23.23,147.49,invoice,wholesale
653,2023-12-14 16:27:49,86,Asus Smartwatch-731,Asus,Smartwatches,Maria Bondar,EuroSupply,Poland,Kyivska,Kyiv,2,130.86,32.04,229.68,card,wholesale
654,2024-08-19 19:27:29,102,Samsung Cameras-850,Samsung,Cameras,Olena Koval,GigaTrade,Germany,Zaporizka,Zaporizhzhia,2,3095.12,515.47,5674.77,online,marketplace
655,2023-10-07 13:23:49,127,Sony Networking-316,Sony,Networking,Pavlo Boyko,GigaTrade,Germany,Odeska,Odesa,1,703.28,54.23,649.05,online,wholesale
656,2023-12-24 15:33:46,161,Apple Kitchen-698,Apple,Kitchen,Iryna Savchuk,USADirect,USA,Dnipropetrovska,Dnipro,1,608.62,97.56,511.06,invoice,marketplace
657,2023-09-13 14:15:16,69,Lenovo Headphones-221,Lenovo,Headphones,Ivan Petrenko,GigaTrade,Germany,Ivano-Frankivska,Ivano-Frankivsk,4,384.07,111.08,1425.2,invoice,marketplace
658,2023-11-16 16:52:50,37,Canon Accessorie-759,Canon,Accessories,Kateryna Marchenko,LocalDistributor,Ukraine,Odeska,Odesa,1,105.26,24.8,80.46,invoice,marketplace
659,2024-09-09 21:09:28,182,Samsung Wearables-930,Samsung,Wearables,Pavlo Boyko,USADirect,USA,Poltavska,Poltava,1,62.18,7.21,54.97,card,phone_order
660,2024-08-08 18:19:58,59,Acer Monitors-992,Acer,Monitors,Pavlo Boyko,NordicParts,Sweden,Zaporizka,Zaporizhzhia,10,92.35,9.06,914.44,cash,online_store
661,2023-04-06 21:52:29,57,Lenovo Monitors-692,Lenovo,Monitors,Kateryna Marchenko,EuroSupply,Poland,Lvivska,Lviv,1,632.51,52.87,579.64,invoice,marketplace
662,2024-02-05 19:25:28,97,Sony Cameras-798,Sony,Cameras,Serhii Kravchenko,GigaTrade,Germany,Zaporizka,Zaporizhzhia,1,2124.16,188.37,1935.79,card,store
663,2023-11-08 21:14:05,105,Philips Printers-735,Philips,Printers,Andriy Shevchenko,EuroSupply,Poland,Kyivska,Kyiv,1,611.7,173.82,437.88,card,wholesale
664,2024-02-20 19:21:15,89,Apple Smartwatch-590,Apple,Smartwatches,Oksana Hladka,TechImport UA,Ukraine,Odeska,Odesa,3,461.85,184.52,1201.03,invoice,phone_order
665,2023-11-11 16:10:02,70,Seagate Headphones-152,Seagate,Headphones,Natalia Romanyuk,USADirect,USA,Zaporizka,Zaporizhzhia,1,166.51,25.85,140.66,online,online_store
666,2023-01-06 18:04:04,36,LG Accessorie-625,LG,Accessories,Iryna Savchuk,BalkanStore,Romania,Kharkivska,Kharkiv,3,443.18,95.44,1234.1,invoice,phone_order
667,2024-10-27 12:00:57,89,Apple Smartwatch-590,Apple,Smartwatches,Dmytro Melnyk,GigaTrade,Germany,Poltavska,Poltava,1,450.86,33.09,417.77,cash,marketplace
668,2025-02-12 13:34:26,61,Philips Monitors-115,Philips,Monitors,Dmytro Melnyk,USADirect,USA,Lvivska,Lviv,1,707.08,344.73,362.35,card,marketplace
669,2024-08-01 16:16:38,38,Seagate Home Appli-867,Seagate,Home Appliances,Ivan Petrenko,GigaTrade,Germany,Dnipropetrovska,Dnipro,1,944.65,54.36,890.29,cash,marketplace
670,2023-01-29 17:44:33,45,Bosch Home Appli-725,Bosch,Home Appliances,Dmytro Melnyk,EuroSupply,Poland,Vinnytska,Vinnytsia,2,584.72,21.93,1147.51,invoice,wholesale
671,2023-12-15 20:37:09,84,Philips Smartwatch-435,Philips,Smartwatches,Natalia Romanyuk,TechImport UA,Ukraine,Ternopilska,Ternopil,5,233.06,101.4,1063.9,invoice,wholesale
672,2024-03-02 09:14:14,114,Panasonic Printers-336,Panasonic,Printers,Natalia Romanyuk,BalkanStore,Romania,Vinnytska,Vinnytsia,1,1132.58,465.57,667.01,online,store
673,2023-11-29 14:42:32,79,Sony Smartwatch-330,Sony,Smartwatches,Iryna Savchuk,NordicParts,Sweden,Poltavska,Poltava,2,656.63,171.66,1141.6,invoice,phone_order
674,2023-04-03 12:12:39,75,Asus Headphones-666,Asus,Headphones,Iryna Savchuk,USADirect,USA,Ivano-Frankivska,Ivano-Frankivsk,1,478.39,19.81,458.58,cash,phone_order
675,2023-05-14 21:56:49,14,Canon Smartphone-337,Canon,Smartphones,Dmytro Melnyk,TechImport UA,Ukraine,Kyivska,Kyiv,2,2438.34,590.75,4285.93,online,online_store
676,2024-01-14 10:00:29,87,Dell Smartwatch-751,Dell,Smartwatches,Dmytro Melnyk,GigaTrade,Germany,Dnipropetrovska,Dnipro,1,221.3,1.75,219.55,card,phone_order
677,2024-12-24 17:05:49,173,Dell Wearables-250,Dell,Wearables,Oksana Hladka,NordicParts,Sweden,Odeska,Odesa,2,205.72,41.25,370.19,card,store
678,2024-03-30 10:50:48,92,LG Smartwatch-912,LG,Smartwatches,Kateryna Marchenko,GigaTrade,Germany,Kharkivska,Kharkiv,2,55.36,13.68,97.04,card,phone_order
679,2024-02-22 13:11:40,154,Philips TV-597,Philips,TV,Andriy Shevchenko,USADirect,USA,Vinnytska,Vinnytsia,1,1373.09,142.22,1230.87,cash,marketplace
680,2024-07-26 14:43:49,160,Dell Kitchen-645,Dell,Kitchen,Ivan Petrenko,LocalDistributor,Ukraine,Odeska,Odesa,2,317.52,26.44,608.6,online,phone_order
681,2024-09-16 12:47:35,178,Asus Wearables-833,Asus,Wearables,Kateryna Marchenko,TechImport UA,Ukraine,Ivano-Frankivska,Ivano-Frankivsk,2,302.18,48.61,555.75,cash,online_store
682,2024-12-15 11:35:14,19,OnePlus Laptops-495,OnePlus,Laptops,Maria Bondar,BalkanStore,Romania,Ternopilska,Ternopil,1,1818.27,219.04,1599.23,cash,online_store
683,2024-01-18 10:09:32,65,Nikon Monitors-653,Nikon,Monitors,Pavlo Boyko,LocalDistributor,Ukraine,Ternopilska,Ternopil,1,758.87,41.03,717.84,card,online_store
684,2024-04-02 15:21:27,14,Canon Smartphone-337,Canon,Smartphones,Pavlo Boyko,NordicParts,Sweden,Zaporizka,Zaporizhzhia,4,3653.52,1808.31,12805.77,online,marketplace
685,2023-04-22 14:27:17,106,Panasonic Printers-114,Panasonic,Printers,Iryna Savchuk,TechImport UA,Ukraine,Kharkivska,Kharkiv,1,409.83,37.39,372.44,cash,store
686,2025-01-13 10:24:37,93,Dell Smartwatch-105,Dell,Smartwatches,Serhii Kravchenko,LocalDistributor,Ukraine,Ternopilska,Ternopil,1,574.56,67.45,507.11,card,online_store
687,2024-06-21 20:31:29,96,Seagate Cameras-392,Seagate,Cameras,Volodymyr Ivanov,USADirect,USA,Kyivska,Kyiv,2,1542.37,11.55,3073.19,cash,phone_order
688,2024-10-15 10:00:43,53,Philips Gaming-183,Philips,Gaming,Kateryna Marchenko,NordicParts,Sweden,Dnipropetrovska,Dnipro,1,225.03,17.62,207.41,card,store
689,2024-02-09 08:35:29,158,Sony Kitchen-279,Sony,Kitchen,Volodymyr Ivanov,NordicParts,Sweden,Kharkivska,Kharkiv,1,285.39,171.22,114.17,online,marketplace
690,2024-01-02 20:19:26,93,Dell Smartwatch-105,Dell,Smartwatches,Oksana Hladka,AsiaWholesale,China,Odeska,Odesa,1,692.47,75.17,617.3,online,store
691,2023-07-02 20:31:49,64,Nikon Monitors-988,Nikon,Monitors,Olena Koval,NordicParts,Sweden,Kyivska,Kyiv,1,610.54,50.92,559.62,cash,marketplace
692,2024-08-14 18:18:11,45,Bosch Home Appli-725,Bosch,Home Appliances,Iryna Savchuk,AsiaWholesale,China,Poltavska,Poltava,3,451.35,151.29,1202.76,online,phone_order
693,2024-11-17 13:12:30,59,Acer Monitors-992,Acer,Monitors,Iryna Savchuk,LocalDistributor,Ukraine,Poltavska,Poltava,1,69.4,2.46,66.94,cash,marketplace
694,2025-01-29 15:57:37,147,Panasonic TV-513,Panasonic,TV,Kateryna Marchenko,EuroSupply,Poland,Dnipropetrovska,Dnipro,1,2305.53,238.2,2067.33,card,phone_order
695,2023-06-27 20:45:06,134,Nikon Storage-469,Nikon,Storage,Pavlo Boyko,LocalDistributor,Ukraine,Vinnytska,Vinnytsia,2,111.78,10.22,213.34,card,marketplace
696,2024-04-09 18:13:16,43,HP Home Appli-825,HP,Home Appliances,Iryna Savchuk,USADirect,USA,Ivano-Frankivska,Ivano-Frankivsk,1,457.7,18.82,438.88,cash,phone_order
697,2024-01-27 11:17:15,107,Asus Printers-376,Asus,Printers,Natalia Romanyuk,GigaTrade,Germany,Kyivska,Kyiv,1,1668.65,61.27,1607.38,cash,online_store
698,2023-06-08 22:57:43,81,OnePlus Smartwatch-561,OnePlus,Smartwatches,Iryna Savchuk,BalkanStore,Romania,Kyivska,Kyiv,2,147.34,15.1,279.58,card,store
699,2023-07-23 15:21:28,13,Bosch Smartphone-636,Bosch,Smartphones,Natalia Romanyuk,LocalDistributor,Ukraine,Kharkivska,Kharkiv,1,1155.31,177.52,977.79,online,online_store
700,2024-07-12 13:46:20,50,Microsoft Gaming-457,Microsoft,Gaming,Maria Bondar,EuroSupply,Poland,Zaporizka,Zaporizhzhia,1,230.8,34.95,195.85,invoice,store
701,2023-05-22 21:51:41,118,Asus Printers-878,Asus,Printers,Oksana Hladka,EuroSupply,Poland,Kyivska,Kyiv,2,1064.75,98.4,2031.1,cash,phone_order
702,2024-03-05 21:44:43,160,Dell Kitchen-645,Dell,Kitchen,Serhii Kravchenko,AsiaWholesale,China,Odeska,Odesa,3,319.88,52.35,907.29,card,marketplace
703,2023-04-24 11:25:43,122,Seagate Networking-417,Seagate,Networking,Natalia Romanyuk,AsiaWholesale,China,Zaporizka,Zaporizhzhia,1,1067.38,150.61,916.77,card,phone_order
704,2023-04-11 08:36:45,71,Sony Headphones-571,Sony,Headphones,Dmytro Melnyk,LocalDistributor,Ukraine,Lvivska,Lviv,1,380.6,25.2,355.4,online,wholesale
705,2024-09-21 09:52:08,42,Google Home Appli-210,Google,Home Appliances,Dmytro Melnyk,NordicParts,Sweden,Ternopilska,Ternopil,1,1217.83,181.68,1036.15,online,marketplace
706,2023-07-02 20:16:10,95,Canon Cameras-957,Canon,Cameras,Iryna Savchuk,GigaTrade,Germany,Vinnytska,Vinnytsia,1,813.86,5.36,808.5,invoice,wholesale
707,2023-06-03 12:51:34,6,Google Smartphone-522,Google,Smartphones,Pavlo Boyko,TechImport UA,Ukraine,Ivano-Frankivska,Ivano-Frankivsk,1,3438.81,464.09,2974.72,invoice,wholesale
708,2024-08-07 21:40:14,2,Nikon Smartphone-376,Nikon,Smartphones,Natalia Romanyuk,USADirect,USA,Kyivska,Kyiv,5,3372.2,2230.69,14630.31,cash,online_store
709,2023-09-16 17:53:11,72,Microsoft Headphones-325,Microsoft,Headphones,Oksana Hladka,AsiaWholesale,China,Odeska,Odesa,4,57.72,39.83,191.05,online,online_store
710,2024-10-19 20:01:23,138,HP Storage-555,HP,Storage,Andriy Shevchenko,USADirect,USA,Ivano-Frankivska,Ivano-Frankivsk,2,293.57,65.34,521.8,online,marketplace
711,2024-02-02 14:46:27,166,Google Kitchen-354,Google,Kitchen,Volodymyr Ivanov,TechImport UA,Ukraine,Lvivska,Lviv,1,915.4,129.61,785.79,online,wholesale
712,2024-09-27 17:09:01,131,Huawei Networking-277,Huawei,Networking,Oksana Hladka,USADirect,USA,Odeska,Odesa,2,288.94,58.18,519.7,card,marketplace
713,2023-12-11 19:27:16,20,Apple Laptops-828,Apple,Laptops,Kateryna Marchenko,EuroSupply,Poland,Zaporizka,Zaporizhzhia,2,585.53,23.63,1147.43,online,wholesale
714,2024-05-27 09:06:29,73,Canon Headphones-266,Canon,Headphones,Kateryna Marchenko,TechImport UA,Ukraine,Zaporizka,Zaporizhzhia,2,518.85,92.32,945.38,invoice,wholesale
715,2023-01-23 11:43:08,162,Canon Kitchen-125,Canon,Kitchen,Oksana Hladka,USADirect,USA,Ivano-Frankivska,Ivano-Frankivsk,1,1260.27,117.79,1142.48,card,phone_order
716,2025-01-31 14:14:06,71,Sony Headphones-571,Sony,Headphones,Olena Koval,AsiaWholesale,China,Zaporizka,Zaporizhzhia,1,266.5,14.34,252.16,card,wholesale
717,2023-06-30 14:21:17,88,Apple Smartwatch-837,Apple,Smartwatches,Volodymyr Ivanov,LocalDistributor,Ukraine,Poltavska,Poltava,1,424.39,173.38,251.01,card,marketplace
718,2023-11-26 13:59:50,20,Apple Laptops-828,Apple,Laptops,Volodymyr Ivanov,BalkanStore,Romania,Poltavska,Poltava,1,480.65,32.52,448.13,online,marketplace
719,2024-07-18 21:59:44,162,Canon Kitchen-125,Canon,Kitchen,Kateryna Marchenko,GigaTrade,Germany,Kyivska,Kyiv,4,1215.44,156.04,4705.72,online,phone_order
720,2024-02-13 09:31:25,111,Bosch Printers-721,Bosch,Printers,Dmytro Melnyk,EuroSupply,Poland,Poltavska,Poltava,1,557.77,90.23,467.54,online,online_store
721,2023-12-14 22:09:09,121,LG Networking-730,LG,Networking,Ivan Petrenko,LocalDistributor,Ukraine,Kyivska,Kyiv,1,427.31,40.84,386.47,card,store
722,2024-08-10 10:03:19,32,Dell Accessorie-515,Dell,Accessories,Maria Bondar,EuroSupply,Poland,Kharkivska,Kharkiv,1,390.67,58.02,332.65,online,store
723,2024-03-28 08:28:03,30,HP Accessorie-607,HP,Accessories,Iryna Savchuk,EuroSupply,Poland,Kyivska,Kyiv,1,14.32,2.28,12.04,cash,phone_order
724,2023-11-26 19:16:03,134,Nikon Storage-469,Nikon,Storage,Kateryna Marchenko,EuroSupply,Poland,Kharkivska,Kharkiv,1,159.42,5.04,154.38,invoice,store
725,2024-05-10 13:47:18,128,Nikon Networking-818,Nikon,Networking,Natalia Romanyuk,GigaTrade,Germany,Zaporizka,Zaporizhzhia,2,64.39,4.25,124.53,online,marketplace
726,2024-09-21 20:07:52,2,Nikon Smartphone-376,Nikon,Smartphones,Pavlo Boyko,AsiaWholesale,China,Kyivska,Kyiv,1,2680.08,66.87,2613.21,invoice,online_store
727,2024-12-01 10:59:53,28,Canon Laptops-267,Canon,Laptops,Volodymyr Ivanov,NordicParts,Sweden,Lvivska,Lviv,1,872.73,112.74,759.99,online,online_store
728,2024-01-25 19:01:41,28,Canon Laptops-267,Canon,Laptops,Iryna Savchuk,NordicParts,Sweden,Ternopilska,Ternopil,1,1198.12,205.78,992.34,invoice,marketplace
729,2023-07-13 20:19:16,43,HP Home Appli-825,HP,Home Appliances,Maria Bondar,NordicParts,Sweden,Zaporizka,Zaporizhzhia,1,863.59,44.09,819.5,card,online_store
730,2024-01-21 11:47:08,106,Panasonic Printers-114,Panasonic,Printers,Volodymyr Ivanov,LocalDistributor,Ukraine,Zaporizka,Zaporizhzhia,2,246.36,58.14,434.58,card,online_store
731,2023-09-12 15:46:37,177,Bosch Wearables-517,Bosch,Wearables,Dmytro Melnyk,BalkanStore,Romania,Ternopilska,Ternopil,1,244.57,37.43,207.14,invoice,wholesale
732,2024-04-07 17:23:03,157,Huawei Kitchen-923,Huawei,Kitchen,Olena Koval,TechImport UA,Ukraine,Ivano-Frankivska,Ivano-Frankivsk,4,1408.89,884.38,4751.18,online,marketplace
733,2024-09-22 09:34:27,171,Sony Wearables-512,Sony,Wearables,Dmytro Melnyk,AsiaWholesale,China,Zaporizka,Zaporizhzhia,1,30.37,0.15,30.22,invoice,store
734,2023-04-14 13:47:29,4,Dell Smartphone-278,Dell,Smartphones,Olena Koval,GigaTrade,Germany,Odeska,Odesa,1,1683.47,290.33,1393.14,invoice,phone_order
735,2024-03-28 15:32:15,112,Huawei Printers-405,Huawei,Printers,Ivan Petrenko,TechImport UA,Ukraine,Zaporizka,Zaporizhzhia,1,1347.32,55.69,1291.63,cash,wholesale
736,2025-02-19 11:09:32,19,OnePlus Laptops-495,OnePlus,Laptops,Kateryna Marchenko,TechImport UA,Ukraine,Kyivska,Kyiv,10,897.82,563.76,8414.44,invoice,wholesale
737,2024-10-07 14:11:06,169,Nikon Kitchen-814,Nikon,Kitchen,Oksana Hladka,USADirect,USA,Kyivska,Kyiv,2,238.86,11.86,465.86,cash,online_store
738,2024-04-19 17:44:07,103,Dell Cameras-522,Dell,Cameras,Iryna Savchuk,USADirect,USA,Poltavska,Poltava,1,2910.9,139.57,2771.33,online,marketplace
739,2023-11-25 18:18:03,152,Dell TV-499,Dell,TV,Maria Bondar,AsiaWholesale,China,Odeska,Odesa,1,1010.39,111.45,898.94,invoice,store
740,2024-04-01 16:46:02,152,Dell TV-499,Dell,TV,Iryna Savchuk,LocalDistributor,Ukraine,Lvivska,Lviv,1,1062.09,8.91,1053.18,card,phone_order
741,2025-01-12 14:31:50,24,Samsung Laptops-603,Samsung,Laptops,Volodymyr Ivanov,LocalDistributor,Ukraine,Kyivska,Kyiv,2,336.7,50.71,622.69,online,store
742,2023-03-30 18:44:11,146,Philips TV-876,Philips,TV,Oksana Hladka,USADirect,USA,Ivano-Frankivska,Ivano-Frankivsk,1,593.3,46.21,547.09,online,marketplace
743,2024-03-28 14:48:38,129,LG Networking-145,LG,Networking,Dmytro Melnyk,TechImport UA,Ukraine,Odeska,Odesa,2,895.92,150.74,1641.1,invoice,marketplace
744,2025-01-09 10:48:58,83,Nikon Smartwatch-605,Nikon,Smartwatches,Ivan Petrenko,USADirect,USA,Odeska,Odesa,2,227.72,8.32,447.12,card,online_store
745,2024-01-01 21:29:23,106,Panasonic Printers-114,Panasonic,Printers,Andriy Shevchenko,NordicParts,Sweden,Zaporizka,Zaporizhzhia,1,419.36,16.58,402.78,cash,wholesale
746,2024-06-26 19:44:49,34,Apple Accessorie-280,Apple,Accessories,Volodymyr Ivanov,USADirect,USA,Kharkivska,Kharkiv,1,241.57,39.11,202.46,online,online_store
747,2023-02-16 18:56:47,164,Xiaomi Kitchen-259,Xiaomi,Kitchen,Volodymyr Ivanov,LocalDistributor,Ukraine,Dnipropetrovska,Dnipro,1,566.78,33.68,533.1,cash,online_store
748,2023-06-09 19:17:01,69,Lenovo Headphones-221,Lenovo,Headphones,Kateryna Marchenko,GigaTrade,Germany,Odeska,Odesa,4,282.69,98.19,1032.57,card,marketplace
749,2023-08-05 20:46:32,1,Apple Smartphone-922,Apple,Smartphones,Serhii Kravchenko,USADirect,USA,Kyivska,Kyiv,1,3154.28,161.3,2992.98,card,phone_order
750,2023-11-18 13:29:15,84,Philips Smartwatch-435,Philips,Smartwatches,Oksana Hladka,EuroSupply,Poland,Ternopilska,Ternopil,5,340.37,297.5,1404.35,card,marketplace
751,2025-02-12 21:05:01,33,Panasonic Accessorie-349,Panasonic,Accessories,Maria Bondar,EuroSupply,Poland,Kyivska,Kyiv,1,311.93,10.99,300.94,card,wholesale
752,2023-04-10 17:13:12,144,Asus Storage-613,Asus,Storage,Olena Koval,EuroSupply,Poland,Zaporizka,Zaporizhzhia,2,301.87,99.81,503.93,cash,store
753,2024-05-13 21:36:22,91,Bosch Smartwatch-674,Bosch,Smartwatches,Iryna Savchuk,EuroSupply,Poland,Zaporizka,Zaporizhzhia,1,217.23,5.95,211.28,card,marketplace
754,2023-09-29 12:26:49,14,Canon Smartphone-337,Canon,Smartphones,Volodymyr Ivanov,EuroSupply,Poland,Dnipropetrovska,Dnipro,1,2683.5,377.01,2306.49,card,store
